Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC10053682,Z26007720X,http://data.onb.ac.at/ABO/%2BZ26007720X,Oppenheim; (DE-588)4043637-8,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Bry, Johann Theodor <<de>>; (DE-588)11851640X",1613,TravelogueD17 Nordamerika,Brevissima relación de la destruyción de las Indias; (DE-588)4294888-5,Warhafftiger vnd gründlicher Bericht/ Der Hispanier grewlich: vnd abschewlichen Tyranney von jhnen in den WestJndien/ die newe Welt genant/ begangen; Erstlich/ Castilianisch durch Bischoff Bartholomæum de las Casas gebornen Hispaniern/ Presiger Ordens beschrieben: Vnd in der Königl. Statt Hispalis oder Sevilia in Spanien gedruckt: Nachmals ins Hochteutsch/ durch einen Liebhaber deß Vatterlands/ vbergesetzt. Jetzunder widerumb mit schönen Figuren gezieret/ zur Warnung vnd Beyspiel gedruckt
AC08930434,Z252901907,http://data.onb.ac.at/ABO/%2BZ252901907,,,,1665,TravelogueD17 Nordamerika,Brevissima relación de la destruyción de las Indias; (DE-588)4294888-5,"Umbständige warhafftige Beschreibung Der Jndianischen Ländern/ so vor diesem von den Spaniern eingenommen und verwüst worden; Durchgehends mit schönen Kupfferstücken und lebhafften Figuren außgezieret; Erst in Lateinischer Sprach außgeben Durch Bartholomæum de las Casas, Bischoffen in Hispanien/ Jetzt aber in das Teutsche übersetzt/ und an vielen Orten verbessert/ in dieser neu= und letztern Edition"
AC02665117,Z27280208,http://data.onb.ac.at/ABO/%2BZ27280208,Leipzig; (DE-588)4035206-7,"Gleditsch, Johann Friedrich; (DE-588)104073772","Gleditsch, Johann Friedrich; (DE-588)104073772",1687,TravelogueD17 Orient; TravelogueD17 Asien,Journal du voyage du chevalier Chardin en Perse et aux Indes Orientales; 1686,"<<Des vortrefflichen Ritters Chardin, des grossen Königs Persien Hoff=Handelsmanns/>> Curieuse Persian= und Ost=Jndische Reise=Beschreibung/; Bestehend in einem ordentlichen Journal Oder Täglichen Verzeichnüß seiner in Persien und Ost=Jndien über das Schwartze Meer und den Cholchidem abgelegter Reisen; Erstlich vom Authore selbst in Frantzösischer Sprach beschrieben/ nachgehends in die Englische ; anitzo aber wegen seiner Vortreffligkeit in die Hochdeutsche übersetzet/ mit schönen Kupffern gezieret/ und nöthigem Register versehen"
AC09772037,Z156319401;Z156319504,http://data.onb.ac.at/ABO/%2BZ156319401;http://data.onb.ac.at/ABO/%2BZ156319504,Frankfurt am Main; (DE-588)4018118-2,"Zunner, Johann David; (DE-588)103750674X","Zunner, Johann David; (DE-588)103750674X",1687,TravelogueD17 Asien,Relation de l'ambassade de Mr. le Chevalier de Chaumont à la cour du Roy de Siam; 1686,"Beschreibung der von Hn. Ritter de Chaumont Jm Nahmen und von wegen Deß Königs in Franckreich An den König zu Siam glücklich=verrichteten Gesandtschafft; Sampt einem außführlichen Bericht alles dessen/ was bey dieser weiten Räise merckwürdiges sich begeben und zugetragen. Nebens curieuser Erzehlung vom Staat/ Sitten/ Religion/ Handel und Wandel/ nicht nur deß Königreichs Siam/ sondern auch dero benachbarten Landen. Wie auch Eine richtige Verzeichnus deren kostbaren Præsenten an den König in Franckreich/ Monsieur, Madame la Douphine, und andere Grosse selbigen Hofes; Alles von Jhm selbst beschrieben/ und auß dem Frantzösischen verteutscht"
AC05861706,Z168355305,http://data.onb.ac.at/ABO/%2BZ168355305,Hanau; (DE-588)4023201-3,"Hulsius, Maria; (DE-588)1174910941","Hulsius, Maria; (DE-588)1174910941",1617,TravelogueD17 Orient; TravelogueD17 Asien,<<A>> True and almost incredible report of an Englishman; 1612,"Fünffzehende Schiffart: Warhafftiger vnd zuvor nie erhörter Bericht eines Engelischen/ welcher mit einem Schiff/ die Auffart genandt/ in Cambaia, dem eussersten Theil OstJndien/ Schiffbruch gelidden/ zu Landt durch vnbekandte Königreich gereiset/ derselben Königreich Stätt/ Landts vnd Kauffhandels erzehlung; Sampt einer Glaubwürdigen offenbarung deß Großmächtigen Keysers/ der grosse Mogul genandt/ etc. vnter Capitein Robert Coverte. Durch einen Liebhaber der Historien auß dem Englischen in Hochteutsch vbergesetzt"
AC13797150,Z168352602,http://data.onb.ac.at/ABO/%2BZ168352602,Frankfurt am Main; (DE-588)4018118-2,"Le Blon, Christoph; (DE-588)129782793","Le Blon, Christoph; (DE-588)129782793",1648,TravelogueD17 Orient; TravelogueD17 Asien,<<A>> True and almost incredible report of an Englishman; 1612,"Fünffzehende Schiffart. Warhafftiger vnd zuvor nie erhörter Bericht eines Engelischen/ welcher mit einem Schiff/ die Auffart genandt/ in Cambaia, dem eussersten Theil OstJndien/ Schiffbruch gelitten/ zu Landt durch vnbekandte Königreich gereiset/ derselben Königreich Stätt/ Landts vnd Kauffhandels Erzehlung; Sampt einer Glaubwürdigen Offenbarung deß Großmächtigen Keysers/ der grossen Mogoll genand/ etc.; vnter Capitein Robert Coverte. Durch einen Liebhaber der Historien auß dem Englischen in Hochteutsch vbersetzt"
AC09797616,Z157588201,http://data.onb.ac.at/ABO/%2BZ157588201,,,,1644,TravelogueD17 Europa; TravelogueD17 Orient,,Extract Auß dem an Jr Röm: Kay: auch zu Hungarn vnd Böheimb Khöniglicher Mayest. K. Von dero an die Ottomanischen Port abgesandten Bottschaffter / Jhr Excellens Herrn Herman Grafen von Schernin/ etc. gegebenen Schreiben; Darinn Hochgedachter Jhr Excell: abraisen von den Vngarischen/ vnd Ankunfft an die Türckischen Gräntzen. Vnd förderst Der Verlauff derer ansehnlichen Einbegleitung/ vnd gehabten Audiens zu Ofen. Wie auch Drittens Etzliche den in Vngarn Rebellischen Ragozi betreffente Avisen außführlich referirt werden
AC14470954,Z168353205,http://data.onb.ac.at/ABO/%2BZ168353205,Frankfurt am Main; (DE-588)4018118-2,Levinus Hulsius Erben; (DE-588)6146897-7,,1630,TravelogueD17 Südamerika Asien,Journal van de Nassausche vloot,<<Die>> Zwey vnd Zwäntzigste Schiffart Das ist Historische Eygentliche Beschreibung der Gewaltigen/ Mächtigen Schiffahrt/ so vnder dem Admiral Iacob l'Hermite Jm 1623. 1624. 1625. vnd 1626. Jahr vmb die gantzen Welt beschehen; Darinn Außführlichen von Adolph Deckern von Straßburg/ der dieser Reyß eygener Person beygewohnt/ Erzehlt wird/ was sich bey solcher von tag zu tag Merchwürdiges zugetragen vnd vorgangen. Mit vnderschiedlichen Kupfferstücken gezieret
AC09628947,Z159573705,http://data.onb.ac.at/ABO/%2BZ159573705,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,TravelogueD17 Orient; TravelogueD17 Afrika Asien,Viaggi; (DE-588)1037094794,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt/; Nemlich Jn Türckey/ Egypten/ Palestina/ Persien/ Ost=Jndien/ und andere weit entlegene Landschafften. Samt Einer außführlichen Erzehlung aller Denck= und Merckwürdigster Sachen/ so darinnen zu finden und anzutreffen; Nebenst den Sitten/ und Gebräuchen dieser Nationen und anderen Dingen/ dergleichen zuvor niemals von anderen angemercket und beschrieben worden; Erstlich von dem Authore selbst/ der diese Reisen gethan/ in Jtalianischer Sprach beschrieben/ und in vier= und fünfftzig Send=Schreiben in vier Theile verfasset: Nachgehends auß dieser in die Frantzösische und Holländische ; Anjetzo aber auß dem Original in die Hoch=Teutsche Sprach übersetzet/ mit schönen Kupfferen geziert/ und vieren wohlanständigen Registeren versehen"
AC09628948,Z159573808,http://data.onb.ac.at/ABO/%2BZ159573808,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,TravelogueD17 Orient; TravelogueD17 Asien,Viaggi; (DE-588)1037094795,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt"
AC09628949,Z159573900,http://data.onb.ac.at/ABO/%2BZ159573900,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,TravelogueD17 Asien; TravelogueD17 Orient,Viaggi; (DE-588)1037094796,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder"
AC09628950,Z15957400X,http://data.onb.ac.at/ABO/%2BZ15957400X,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,TravelogueD17 Asien Europa; TravelogueD17 Orient,Viaggi; (DE-588)1037094797,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder"
AC09805802,Z175847409,http://data.onb.ac.at/ABO/%2BZ175847409,,,,1698,TravelogueD17 Asien,Relation de l'inquisition de Goa; (DE-588)4520588-7,"<<Die>> Niemals erhörte Tyranney und Grausamkeit Der Portugiesischen Inquisition,; Oder Des Geistlichen Richter=Stuels/ Jn der Ost=Jndianischen Haupt=Statt Goa; Nunmehro erstesmal entdecket durch einen allda lange Zeit gefangen gesessenen und heftig gemarterten Römisch=Catholischen Franzosen. Aus dem Frantzösischen in das Teutsche übersetzet/ Und mit schönen Kupffern ausgezieret; [Charles Dellon]"
AC09818239,,,,,,1617,,,"Warhaffte vnd gründliche Relation, Oder Bericht vnd Anzeig der Vrsachen/ vmb welcher willen Herr Marcus Antonius de Dominis, Ertz Bischoff zu Spalato Angedeut sein Ertz Bisthumb freywillig zuverlassen/ vnd sich in verwichenem Herbst nechstabgeloffenen 1616. Jahrs auß Italia zubegeben/ bewogen worden.; Auß dem gedruckten Lateinischen Exemplar ins Hoch Teutsch vbergesetzt/ vnd Nachgetruckt. Sampt einer kutzen Vorrede an den Gottliebenden Leser"
AC09832396,Z105518505,http://data.onb.ac.at/ABO/%2BZ105518505,Würzburg; (DE-588)4067037-5,"Hertz, Johann Jobst; (DE-588)1037498925","Hertz, Johann Jobst; (DE-588)1037498925",1667,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Neue Jerosolymitanische Pilger-Fahrt,"Neue Jerosolymitanische Pilger=Fahrt/ Oder Kurtze Beschreibung Desz gelobten Heiligen Lands/; von Christo Jesu unserm Erlöser und Seeligmacher betretten und geheiliget, etc. Durch P. F. Ignatium von Rheinfelden/ deß Mindern Ordens S. P. Francisci, Capuccinern/ Predigern/ durchwandelt und beschrieben. Mit unterschiedlichen Kupfferstücken und Holtzschnitten geziert/ und wieder in Truck gegeben. Sampt Angehencktem Summarischem Bericht/ von deß Franciscaner Ordens Provintzien/ Custodien und Personen. Jnsodernheit aber Von unterschiedlichen Missionen oder Sendungen deren Capuccinern/ zu Erweiterung deß Christlichen Glaubens in und ausser Europa, wie auch in Asia, Afrika, &c."
AC10471189,Z164646202,http://data.onb.ac.at/ABO/%2BZ164646202,Augsburg; (DE-588)4003614-5,"Utzschneider, Maria Magdalena; (DE-588)1037532546","Utzschneider, Maria Magdalena; (DE-588)1037532546",1699,TravelogueD17 Asien Europa; TravelogueD17 Orient,Neue Jerosolymitanische Pilger-Fahrt,"Neue Jerosolymitanische Pilger=Fahrt/ Das ist: Kurtze/ doch wahrhafft= und denck=würdige Beschreibung Deß Gelobten Heiligen Lands/; Von Jesu Christo Unserm Erlöser und Seeligmacher betretten und geheiliget. Darinnen vil schöne Antiqutäten/ verwunderlich= auch denckwürdige Begebenheiten enthalten / und dem Christ=liebend= als auch curiosen Leser zur anmuthig= und nutzlichen Zeit=Vertreibung sehr dienstlich an Tag gegeben/ und durchwandlet von P. F. Ignatio von Rheinfelden/ Deß Mindern Ordens S. P. Francisci Capucinern Jubilato und Predigern / etc. Mit underschidlichen hierzu dienlichen Kupffer und Figuren/ nicht weniger 2. sehr wohl=eingerichten Registern versehen. Denen noch beygefügt ein Sum[m]arischer Bericht von deß Franciscaner=OrdensProvinzien/ Custodien/ und Personen/ sonderlich aber von underschidlichen Missionen oder Sendungen der Capucinern zu Bekehrung der Unglaubigen/ und Erweiterung deß Christlichen Glaubens/ nit nur in= und ausser Europa, sondern auch Asia, Affrica, &c. Zu Beförderung dessen seynd hierinnen beygedruckter zu finden 2. Copien oder Befelchs=Schreiben deß Gross=Türckischen Käysers/ welche der Seraphischen Religion bemelter Patrum verlihen/ daß sie mögen unverhindert den Christlichen Glauben außbreiten. Superiorum Permissu"
AC03424711,Z45456903,http://data.onb.ac.at/ABO/%2BZ45456903,Nürnberg; (DE-588)4042742-0,"Kramer, Johann; (DE-588)129077682","Felsecker, Wolfgang Eberhard; (DE-588)104318295",1664,TravelogueD17 Europa,Breviarium Itineris Italiae,Breviarium Jtineris  Jtaliæ  oder kurtzverfaster Jtaliänischer Wegweiser; Darinnen Gleich als auf einen Schauplatz/ vornemlich der Weg von Meilen zu Meilen/ wie auch die vornehmsten Städte/ Palatia/ Antiquitäten/ Kunst=Stücke/ Zeughäuser/ Rüstungen und andere denck= und merckwürdige Sachen repræsentiret werden. So wol für diejenigen so allbereit dieser Orten gewesen/ als/ die noch dahin zu reisen/ gedencken/ nöthig/ nützlich und lustig zu lesen; Durch Christoph Eißlingen/ von Nördlingen
AC07789632,Z103558706,http://data.onb.ac.at/ABO/%2BZ103558706,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Lichtenthaler, Abraham; (DE-588)121969061",1672,TravelogueD17 Europa,,Parisische Conferentzen Darinnen Vorgetragen wird eine Historische nach dem Alphabet eingerichtete Namen=Tafel/ Uber alle Provintzien/ Städte/ Vestungen und Oerter der vereinigten Niederlande/ zu jetzigem zwischen der Cron Franckreich und denen Staaden derselben Niederlande angefangnen Kriege sehr dienlich; Geschrieben durch Christoph Abraham von Eyl
AC15338322,Z164724109,http://data.onb.ac.at/ABO/%2BZ164724109,Schloss Bevern; (DE-588)4456789-3,"Heitmüller, Johann; (DE-588)130630276","Heitmüller, Johann; (DE-588)130630276",1678,TravelogueD17 Europa,,Wunderliche Begebnüssen und wunderlicher Zustand Jn dieser wunderlichen verkehrten Welt; Meistentheils auß eigener Efahrung und dann gottseliger/ verständiger/ erfahrner Leute Schrifften Wunderlich heraußgesucht
AC10471323,Z202951005,http://data.onb.ac.at/ABO/%2BZ202951005,Nürnberg; (DE-588)4042742-0,Paul Fürst Witwe und Erben; (DE-588)6146120-9,"Gerhard, Christoph; (DE-588)133254925",1669,TravelogueD17 Südamerika,Guineischer und Americanischer Blumen-Pusch,<<Erasmi Francisci>> Guineischer und Americanischer Blumen=Pusch:; Welcher Einen ergetzlichen Geruch mancherley mercklicher Eigenschafften/ wunderlicher Thiere/ Vögel/ Fische/ fremder Weisen/ Sitten/ Gebräuche selbiger Länder; u.a. m. imgleichen aller Könige in Peru und Mexico Geschichten und denckwürdigen Verrichtungen von sich streuet. Nebenst beygedrucktem Anhang der/ hiebey zugleich neu=auffgelegten/ Michael Hemmersams sel. Guineisch= und West=Jndianischen Reisebeschreibung
AC09877215,Z203220900,http://data.onb.ac.at/ABO/%2BZ203220900,Ulm; (DE-588)4061529-7,"Wagner, Matthäus; (DE-588)138015031","Wagner, Matthäus; (DE-588)138015031",1692,TravelogueD17 Asien,,<<Christoff Frikens>> Ost=Jndianische Räysen und Krieges=Dienste/ Oder eine Außführliche Beschreibung/ was sich Zeit solcher/ nemlich von A. 1680. biß A. 1685. so zu See/ als zu Land/ in offentlichen Treffen und Scharmüzeln/ in Belagerungen/ Stürmen und Eroberungen der Heydnischen Plätze und Sädte/ im Marchiren und Quartieren/ mit ihme und seinen beygefügten Cameraden hin und wieder begeben/ Da dann insonderheit der Bantamische Krieg auf Groß=Java von Anfang biß zu Ende warhafftig vorgestellet und entworffen/ Wie nicht weniger Verschiedene Außländische Völcker/ Thiere und Gewächse/ dem Geneigten Leser zu annehmlicher Belustigung/ vorgestellet und beschrieben worden
AC09881815,,,Ulm; (DE-588)4061529-7,"Saur, Jonas; (DE-588)137978774","Saur, Jonas; (DE-588)137978774",1627,TravelogueD17 Europa,,"Newes Itinerarium Italiæ; JN welchem der Reisende nicht allein gründtlichen Bericht/ durch die herrlichste namhaffteste örter Italiæ sein Reiß wol zubestellen: sonder es wirdt hme auch gantz eygentlich beschrieben/ was allda/ als in einem Lustgarten di Europa, an Fürstlichen Hoffhaltungen/ wie nicht weniger bey den Löblichen Republichen/ an Sitten vnd Gewonheiten/ im Geistlichen vnd  Politischen: an Mechanischen Wercken/ zu Land vnd zu Wasser/ vnd also an Gebäwen in Stätten/ Vestunten/ Pallästen/ Schiffen/ zu Krieg vnd Friedenszeiten: auch in merckung der natürlichen Gaben/ Gewächsen/ Gethier/ etc. denckwürdig zu sehen: Alles auß eygener vieljäriger Experientz zusam[m]en gebracht/ auch mit einer sonderbahren Mappa derselbigen Länder/ sampt. 30. Nutzlichen Kupfferstücke gezieret/ vnd auff vielfältiges Anhalten an Tag gegeben/; Durch Josephum Furttenbach"
AC08826003,Z255419501,http://data.onb.ac.at/ABO/%2BZ255419501,Leipzig; (DE-588)4035206-7,"Kloss, Johann Herbord; (DE-588)128818085","Kloss, Johann Herbord; (DE-588)128818085",M.DC.XCIII.,TravelogueD17 Nordamerika,"<<The>> English-american, his travail by sea and land; 1648","<<Thomas Gage>> Neue merckwürdige Reise=Beschreibung Nach Neu=Spanien/; Was ihm daselbst seltsames begegnet / und wie er durch die Provintz Nicaragua wider zurück nach der Havana gekehret ; Jn welcher zu finden ist Ein ausführlicher Bericht von der Stadt Mexico, wie selbte so wol vor Alters gewesen/ als auch wie sie ietzo beschaffen sey: Jngleichen Eine vollkommene Beschreibung aller Länder und Provinzen/ welche die Spanier in gantz America besitzen; von ihrem Kirchen= und Policey:Regiment: ihrem Handel: wie auch von ihren und der Criollen, Mestisen, Mularen, Jndianer und Schwartzen/ Sitten und Lebens=Art. Deme allem zum Beschluß noch beygefüget ist Ein kurtzer Unterricht von der Poconchischen oder Pocomanischen Sprache. Aus dem Frantzösischen ins Deutsche übersetzt"
AC05859790,Z168354805,http://data.onb.ac.at/ABO/%2BZ168354805,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Richter, Wolfgang; (DE-588)1037505204",1606,TravelogueD17 Asien Ozeanien,"Gründtliche Erklärung, was sich mit den Holl- unnd Seeländern in Ost-Indien Anno 1604, und 1605. unter dem Admiral Steffan von der Hagen zugetragen",Neundte Schiffart/ Das ist: Gründtliche Erklärung/ was sich mit den Holl= vnnd Seeländern in Ost=Jndien Anno 1604. vnd 1605. vnter dem Admiral Steffan von der Hagen zugetragen/ vnd wie sie endlich in jüngst abgeloffenem Aprili mit zwey Schiffen in Hollandt ankommen
AC09832639,Z155523902,http://data.onb.ac.at/ABO/%2BZ155523902,Augsburg; (DE-588)4003614-5,"Custos, Dominicus; (DE-588)122235800","Schultes, Hans; (DE-588)132302063",1600,TravelogueD17 Europa Afrika,,"Itinerarium, Das ist: Historische Beschreibung/ weylund Herrn Georgen von Ehingen raisens nach der Rittschafft/ vor 150. Jaren/ in X. vnderschidliche Königreich verbracht; Auch eines Kampfs von jme bey der Statt Sept in Aphrica gehalten. Neben beygefügten Contrafacturn/ deren Potentaten vnd Könige/ an welcher Höfs obgedachter Ritter sich begeben/ der Königliche personen bedient vnd besucht/ auch nach jrer Tracht vnd Gestalt aigentlich abmalen lassen. Auß deß Wolgebornen Herrn/ Herrn Reimund Fuggern/ Herrn zu Kirchberg vnd Weissenhorn/ etc. Museo Colligirt/ vnd von Dominico Custode Burgern zu Augspurg/ in Kupffer gestochen/ vnd in Truck verfertiget"
AC08553942,Z180663709;Z164180808,http://data.onb.ac.at/ABO/%2BZ180663709;http://data.onb.ac.at/ABO/%2BZ164180808,Frankfurt am Main; (DE-588)4018118-2,"Zunner, Johann David; (DE-588)103750674X","Fries, Heinrich",1674,TravelogueD17  Asien Europa; TravelogueD17 Orient,,"<<Stephan Gerlachs deß Aeltern>> Tage=Buch/ Der von zween Glorwürdigsten Römischen Käysern/ Maximiliano und Rudolpho, Beyderseits den Andern dieses Nahmens/ Höchstseeligster Gedächtnüß/ An die Ottomannische Pforte zu Constantinopel Abgefertigten/ Und durch den Wohlgebohrnen Herrn Hn. David Ungnad/ Freyherrn zu Sonnegk und Preyburg etc. Römisch=Käyserl. Raht/ Mit würcklicher Erhalt= und Verlängerung deß Friedens/ zwischen dem Ottomannischen und Römischen Käyserthum und demselben angehörigen Landen und Köngreichen etc. Glücklichst=vollbrachter Gesandtschafft: Auß denen Gerlachischen/ Zeit Seiner hierbey bedienten Hoff=Prediger=Ampts=Stelle/ eygenhändig auffgesetzten und nachgelassenen Schrifften/ Herfür gegeben durch Seinen Enckel M. Samuelem Gerlachium"
